Tomb No.,Alternate No.,Location,Collection Date,Elevation (MSL),Occupant,Translit. Occupant,Nickname,Translit. Nickname,Occupant Status,Period,Dynasty,Reigning King,Date Begin,Date End,Title1,Title2,Title3,Spouse,Translit. Spouse,Father,Translit. Father,Mother,Translit. Mother,Usurper,Translit. Usurper,Photo Link,Web Link,Notes,Bibliography,ppnsl,x,y
tt251,,SAQ Upper Enclosure,11/5/2005,103.524,Amenmose,jmn-ms,,,Primary Owner,New Kingdom,18,Hatshepsut to Tuthmosis III,1504,1450,Royal scribe,Overseer of the cattle of Amun,Overseer of the magazine of Amun,,,Nesu,nsw,,,,,,,"On the exterior wall of this tomb is located benchmark no. 104-68 of the Survey of Egypt, Theban Necropolis map series 1:1000 (1921, rev. 1924), sheet D-4 (G8). Inscriptions on doorjambs indicate the names of Amenmose and his son Nesu, Overseer of Magazine of Amun, and Amenmose's grandson, Amen(em)hat, Overseer of the Cattle Stalls of Amun. It is the latter who commemorates his grandfather and father in the jamb inscriptions (based on observation 11/05--PAP).","Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Kampp, TN 1, 30, 87, 137; 
Kampp, TN 2, 525-526; 
MacKay, E. ASAE 14 (1914): 95f.; 
PM 1/1, 336-337; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 234.",,460803.9670000002,2846150.6620000005
tt252,,SAQ Upper Enclosure,11/8/2005,126.313,Senimen,snj-mn,,,Primary Owner,New Kingdom,18,Hatshepsut,1503,1483,Steward,Nurse of the god's wife,,Senemiah,sn-m-jaH,,,,,,,,,,"Davies, N. PSBA 35 (1913): 282-285; 
Kampp, TN 1, 24, 51, 137; 
Kampp, TN 2, 527-530; 
PM 1/2, 337; 
Seyfried, K. ""Entwicklung in der Grabarchitektur des Neuen Reiches als eine weitere Quelle für theologische Konzeptionen der Ramessidenzeit ."" In Problems and Priorities in Egyptian Archaelogy, ed. Jan Assmann et a., 219-253 passim. Studies in Egyptology. London: Kegan Paul International, 1987; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 9, 234.",,460713.65199999977,2846253.8910000008
tt253,,el-Khokha,1/28/2006,83.266,Khnummose,Xnm-ms,,,Primary Owner,New Kingdom,18,Tuthmosis IV to Amenhotep III,1419,1349,Counter of grain in the granary of Amun,Counter of grain in the granary of divine offerings,Scribe,Tanefer,tA-nfr,,,,,,,,,"The entrance of this tomb is in the southeastern corner of the courtyard of tt294, which is also shared with tt254. Specific date is according to Kampp, TN 2, 530, although date to Tuthmosis IV is uncertain.","Kampp, TN 1, 17; 
Kampp, TN 2, 530; 
Kozloff, A. P. ""Theban Tomb Paintings from the Reign of Amenhotep III: Problems in Iconography and Chronology."" In The Art of Amenhotep III: Art Historical Analysis. Papers Presented at the International Symposium Held at The Cleveland Museum of Art, Cleveland, Ohio, 20-21 November 1987, ed. L. M. Berman, 55-64. Cleveland: Cleveland Museum of Art, 1990; 
PM 1/2, 337-338; 
Sakurai, K. et al. Comparative Studies of Noble Tombs in Theban Necropolis. Tokyo: Waseda University, 1988; 
Strudwick, N. and H. The Tombs of Amenhotep, Khnummose, and Amenmose at Thebes (Nos. 294, 253, and 254). Griffith Institute Monographs. Oxford: Griffith Institute. Ashmolean Museum, 1996; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 66, 175, 234.",,461083.3300000001,2846119.318
tt254,,el-Khokha,1/28/2006,80.784,Amenmose,jmn-ms,Mose,ms,Primary Owner,New Kingdom,18,Aye to Horemheb,1325,1293,Scribe of the Treasury,Overseer of the Estate of Tiye in the Estate of Amun,,Tameret,tA-mrt,,,,,,,,,"The entrance of this tomb is in the southhwestern corner of the courtyard of tt294, which is also shared with tt253. Specific date is according to Kampp, TN 2, 530, although date to Horemheb is uncertain.","Kampp, TN 1, 17, 48, 137; 
Kampp, TN 2, 530-532; 
Murray, H. and J. Malek. GM 37 (1980): 31-36; 
PM 1/2, 338-339; 
Strudwick, H. and N. ""The House of Amenmose in Theban Tomb 254."" In La peinture égyptienne ancienne: Un monde de signes à préserver. Actes du Colloque international de Bruxelles, avril 1994, ed. R. Tefnin, 37-47. Monumenta Aegyptiaca 7. Brussels: Fondation Égyptologique Reine Élisabeth, 1997; 
Strudwick, N. and H. The Tombs of Amenhotep, Khnummose, and Amenmose at Thebes (Nos. 294, 253, and 254). Griffith Institute Monographs. Oxford: Griffith Institute. Ashmolean Museum, 1996; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 175, 234.",,461078.9840000002,2846119.1970000006
tt256,,el-Khokha,1/22/2006,85.119,Nebenkemet,nb-n-kmt,,,Primary Owner,New Kingdom,18,Tuthmosis III to Amenhotep II,1504,1419,Overseer of the cabinet,Fan-bearer,Child of the nursery,Ryu,ryw,,,,,,,,,"Surveyed 12/29/05. tt 256 and tt257 might be reversed on Kampp's map.  What appears as her ""tt256"" is actually marked with an old plate, ""257 Neferhotpe (usurped by Mah) Dyn. 18-19"".  Possible that old Service des Antiquites-sign is combining two tombs, since they do connect inside, and tomb (tt257) next door is actually unnumbered. Much mud brick about (Coptic?).","Kampp, TN 1, 23, 137; 
Kampp, TN 2, 533-535; 
PM 1/2, 340-341; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 234.",,461040.26499999966,2846117.989
tt257,,el-Khokha,1/14/2006,92.756,Mehu,mHw,,,Usurper,New Kingdom,20,Sety II to Ramesses XI (?),1151,1070,Deputy in the Mansion of Usermaatre-Setepenre in the Estate of Amun,,,Taweret,tA-wrt,Piay,pjAy,,,,,,,"Tomb built originally in Dyn. 18. According to Mostafa (1989) tomb was usurped probably late in Dyn. 20 on the basis of the subsequent decoration. By his title, Mehu is a senior official in the Ramesseum.","Kampp, TN 1, 30, 137; 
Kampp, TN 2, 535-536; 
Mostafa, M. F. ASAE 70 (1984-1985): 203-209; 
Mostafa, M. F. SAK 16 (1989): 235-243; 
Mostafa, M. F. ASAE 72 (1992-1993): 149-162; 
Mostafa, M. F. SAK 20 (1993): 157-163, 165-172; 
Mostafa, M. F. Das Grab des Neferhotep und des Meh (TT 257). Theben 8. Mainz: Verlag Philipp von Zabern, 1995; 
PM 1/1, 341-342; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 149, 163, 234.",,461050.13100000005,2846113.9020000007
tt257,,el-Khokha,1/14/2006,92.756,Neferhotep,nfr-Htp,,,Primary Owner,New Kingdom,18,Tuthmosis IV to Amenhotep III,1419,1349,scribe of the grain of Amun,,,,,,,,,Meh,mHw,,,"Surveyed 12/29/05.  Tomb built originally in Dyn. 18. According to Mostafa (1989), tomb was usurped probably late in Dyn. 20 on the basis of the subsequent decoration. On Kampp's map, tt 257 and tt256 might be reversed.  What appears as her ""tt256"" is actually marked with an old plate, ""257 Neferhotpe (usurped by Mah) Dyn. 18-19"".  Possible that old Service des Antiquites-sign is combining two tombs, since they do connect inside, and tomb (tt257) has no number outside.","Kampp, TN 1, 30, 137; 
Kampp, TN 2, 535-536; 
Mostafa, M. F. ASAE 70 (1984-1985): 203-209; 
Mostafa, M. F. SAK 16 (1989): 235-243; 
Mostafa, M. F. ASAE 72 (1992-1993): 149-162; 
Mostafa, M. F. SAK 20 (1993): 157-163, 165-172; 
Mostafa, M. F. Das Grab des Neferhotep und des Meh (TT 257). Theben 8. Mainz: Verlag Philipp von Zabern, 1995; 
PM 1/1, 341-342; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 149, 163, 234.",,461050.13100000005,2846113.9020000007
tt258,,el-Khokha,1/16/2006,88.805,Menkheper,mn-xpr,,,Primary Owner,New Kingdom,18,Tuthmosis IV,1419,1386,Royal scribe of the house of the royal children,Child of the nursery,,,,,,Nay,nAy,,,,,,"Kampp, TN 1, 17; 
Kampp, TN 2, 536; 
PM 1/2, 342; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 234.",,461065.1849999996,2846074.3159999996
tt259,,SAQ Plain,12/10/2005,77.13,Hori,Hrj,,,Primary Owner,New Kingdom or Third Intermediate Period,20 to 21,Ramesses XI or Psusennes I,1080,992,wab-priest,scribe in all the monuments of the Estate of Amun,Head of the outline-draughtsmen in the House of Gold of the Estate of Amun,Mutemwia,mwt-m-wjA,Huy,Hwy,Baketptah,bAkt-ptH,,,,,"Date specifically to Dyn 20 is according to Kampp, TN 2, 537. However, Feucht (1995) argues the tomb dates either to the reign of Ramesses XI (Dyn 20) or Psusennes I (Dyn 21). Tomb is located on the southeastern side of the courtyard shared by tt138, k263 and k307.","Feucht, E. ""Fragen an TT 259."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung, Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 55-61. SAGA 12. Heidelberg: Heidelberger Orientverlag, 1995; 
Feucht, E. Die Gräber des Nedjemger (TT 138) und des Hori (TT 259). Theben 15. Mainz: Verlag Philipp von Zabern, 2006
Kampp, TN 1, 17, 137, 425; 
Kampp, TN 2, 537-538; 
PM 1/2, 342-342; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 234.",,460998.2759999996,2845879.6789999995
tt263,,SAQ Plain,12/12/2005,90.955,Piay,pjAy,,,Primary Owner,New Kingdom,19,Ramesses II,1279,1212,Scribe of the granary in the Temple of Amun,Scribe of accounts in the Ramesseum,,Webkhet,wbxt,,,,,,,,,"According to Kampp, TN 2, 540, tomb dates to first half of the reign of Ramesses II.","Kampp, TN 1, 24, 87, 137, 416; 
Kampp, TN 2, 540-541; 
Lekov, T. and E. Buzov. Journal of Egyptological Studies 4 (2015): 14-30; 
PM 1/2, 344-345; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 234.",,460804.4900000002,2845955.7339999992
tt264,,el-Khokha,12/28/2005,83.341,Ipy,jpy,,,Primary Owner,New Kingdom,19,Ramesses II to Merneptah,1293,1185,Overseer of cattle,Chief of the Lord of the Two lands,,,,,,,,,,,,"According to Kampp, TN 2, 541, tomb dates from between the second half of the reign of Ramesses II through the reign of Merneptah.","Kampp, TN 1, 24, 137; 
Kampp, TN 2, 541-542, 543; 
PM 1/2, 345; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 53-54.",,461014.41500000004,2846143.022
tt279,,Asasif (west),2/27/2006,99.123,Pabasa,pAj-bA-sA,Pabes,pA-bs,Primary Owner,Third Intermediate Period; Late Period,26,Psamtik I,653,610,Chief steward of the god's wife (Nitocris I),Overseer of the city (mayor of Thebes),,,,"Padibastet, father of the god, beloved of the god",pA-di-bAstt,Tasenetenhor,tA-snt-n-hr,,,,http://www.harwa.it/wp_ita/progetti/tt279/,Pabasa's son in tomb decoration is Tjaihorpakhepesh (TAj-hr-pA-xpS). GPS location collected at entry at top of stair,"Eigner, D. Die monumentalen Grabbauten der Spätzeit in der thebanischen Nekropole. Untersuchungen der Zweigstelle Kairo des Österreichischen Archäologischen Institutes 6; Österreichische Akademie der Wissenschaften, Denkschriften der Gesamtakademie 8. Wien: Verlag der ÖAW, 1984; 
Kampp, TN 2, 550; 
PM 1/1, 357-359; 
Tiradritti, F. Ricerche Italiane e Scavi in Egitto 3 (2009): 225-235.",,461059.301,2846479.569
tt294,,el-Khokha,1/28/2006,92.44,Amenhotep,jmn-Htp,Sendjehuty (?),sn-DHwty,Primary Owner,New Kingdom,18,Amenhotep II,1453,1419,Overseer of the Granary of Amun,Overseer of the Estate of Amun,,,,,,,,Roma,rm,,,"Surveyed 1/29/06. Courtyard of tt294 contains ancient stairway that descends from SW to NE, then changes direction to SW and proceeds down to tomb.  Originally a wall existed here, but was removed and the sunken court enlarged on NE to accommodate tt253.  Subsequently, apparently, tt294 and k336 were built. Name Sendjehuty in tomb is probably a nickname of Amenhotep. Question: any possible link to Sendjehuty, father of Amenhotep in tt345 & dating to Hatshepsut? The date of tt294 is according to Strudwick (1996). However, Kampp, TN 2, 563f., dates it to (Hatshepsut)/Tuthmosis III, based on inscriptions inside the tomb (Urk. IV 1206f., 1375, 5-15) and remarks by Helck (1958). According to Kampp, Sendjehuty was the father of Minnakht (tt087). The tomb lies along a natural east-west wadi that no longer exists, as it was filled in over time by many spoil heaps. Tomb was usurped by Roma in early Ramesside period.","W. Helck. Zur Verwaltung des Mittleren und Neuen Reichs, 498 (1958); 
Kampp, TN 1, 25; 
Kampp, TN 2, 563-564; 
PM 1/1, 376; 
Strudwick, N. and H. The Tombs of Amenhotep, Khnummose, and Amenmose at Thebes (Nos. 294, 253, and 254). Griffith Institute Monographs. Oxford: Griffith Institute. Ashmolean Museum, 1996; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 162, 175, 234.",,461082.8679999998,2846125.4639999997
tt294,,el-Khokha,1/28/2006,92.44,Roma,rm,,,Usurper,New Kingdom,19,Ramesses I to Tawosret,1293,1070,wab-priest of Amun,,,Hathor,Hwt-Hr,,,,,,,,,"Surveyed 1/29/06. Courtyard of tt294 contains ancient stairway that descends from SW to NE, then changes direction to SW and proceeds down to tomb.  Originally a wall existed here, but was removed and the sunken court enlarged on NE to accommodate tt253.  Subsequently, apparently, tt294 and k336 were built. The tomb lies along a natural east-west wadi that no longer exists, as it was filled in over time by many spoil heaps. Roma usurped tt294 from Amenhotep (Sendjehuty), Overseer of Granary of Amun.","Kampp, TN 1, 25; 
Kampp, TN 2, 563-564; 
PM 1/1, 376; 
Strudwick, N. and H. The Tombs of Amenhotep, Khnummose, and Amenmose at Thebes (Nos. 294, 253, and 254). Griffith Institute Monographs. Oxford: Griffith Institute. Ashmolean Museum, 1996; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 162, 175, 234.",,461082.8679999998,2846125.4639999997
tt296,,el-Khokha,1/25/2006,80.491,Nefersekheru,nfr-sxrw,,,Primary Owner,New Kingdom,19,Ramesses II (late),1246,1212,Scribe of the divine offerings of all the gods,Deputy of the treasury,,Maatmut and Sekhemwy and Nefertiri,mAat-mwt; sxmwy; nfrt-jry,,,,,,,,http://www.osirisnet.net/tombes/nobles/nefersekherou/e_nfrskhru_01.htm,"According to Feucht (1985), this tomb dates to latter half of Ramesses II's reign. It shares a courtyard with contemporary tt178 (Neferrenpet), and both tombs are remarkably alike in architecture and decorative plan.","Feucht, E. Das Grab des Nefersecheru (TT296). Theben 2. Mainz, Verlag Philipp von Zabern, 1985; 
Kampp, TN 1, 17, 138; 
Kampp, TN 2, 565-567; 
PM 1/1, 377-379; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 50, 163, 234.",,461086.2139999997,2846109.551000001
tt297,,Asasif,2/18/2006,103.893,Amenemopet,jmn-m-ipt,Tjanefer,TAj-nfr,Primary Owner,New Kingdom,18,Ahmose I to Tuthmosis III (?),1570,1293,Scribe  ,Counter of grain of Amun,Overseer of fields,,,,,,,,,https://gis.cofc.edu/olgistn/tt297.htm,,"GPS location collected at inside passage; According to PM, dates to early in Dyn. 18.","PM 1/1, 379
Kampp, TN 2, 567-568",,461054.61000000034,2846227.130999999
tt310,mma505,Deir el-Bahari,3/25/2006,162.489,unknown,,,,Primary Owner,Middle Kingdom,11,Nebhepetre-Mentuhotep II,2134,1991,seal-bearer of the King of Lower Egypt (chancellor),,,,,,,,,,,,,"mma510, located in MMA cemetery 500","Arnold, D. Das Grab des Jnj-jt.f. AVDAIK 4. Mainz: Verlag Philipp von Zabern, 1971, p. 45; 
PM 1/1, 386
Kampp, TN 2, 572",,460719.3219999997,2846857.3499999996
tt311,mma508,Deir el-Bahari,3/26/2006,164.967,Khety,Xty,,,Primary Owner,Middle Kingdom,11,Nebhepetre-Mentuhotep II,2061,2010,seal-bearer of the King of Lower Egypt (chancellor),"God's Father, beloved of the God",,,,,,,,,,https://gis.cofc.edu/olgistn/tt311.htm,,"mma 508, located in MMA cemetery 500","Allen, J. P. ""Some Theban Officials of the Early Middle Kingdom."" In Studies in Honor of William Kelly Simpson, ed. P. der Manuelian. Vol. 1. Boston: 1996, 4-7; 
Arnold, D. Das Grab des Jnj-jt.f. AVDAIK 4. Mainz: Verlag Philipp von Zabern, 1971, p. 45, pl. 20; 
Chudzik, P. Polish Archaeology in the Mediterranean 27 (2018): 183-194; 
Kampp, TN 2, 572; 
PM 1/1, 386-387; 
Soliman, R. Old and Middle Kingdom Theban Tombs. London: Golden House, 2009, 95-100.",,460808.0360000003,2846849.198000001
tt312,mma509,Deir el-Bahari,3/26/2006,152.784,Nespekashuty,ns-pkA-Swty,,,Primary Owner,Third Intermediate Period; Late Period,26,Psamtik I,664,610,Vizier,Overseer of the city,,,,,,Irtyuru,jrtyw-rw,,,https://gis.cofc.edu/olgistn/tt312.htm,,situated in court of mma 509 northeast corner; located in MMA cemetery 500,"Eigner, D. Die monumentalen Grabbauten der Spätzeit in der thebanischen Nekropole. Untersuchungen der Zweigstelle Kairo des Österreichischen Archäologischen Institutes 6; Österreichische Akademie der Wissenschaften, Denkschriften der Gesamtakademie 8. Wien: Verlag der ÖAW, 1984; 
Kampp, TN 2, 572; 
PM 1/1, 387-388.",,460862.52300000004,2846831.8479999993
tt313,mma510,Deir el-Bahari,3/26/2006,171.96,Henenu,Hnnw,,,Primary Owner,Middle Kingdom,11,Nebhepetre Mentuhotep II - Sankhkare-Mentuhotep III,2061,1998,Great steward,,,,,,,,,,,https://gis.cofc.edu/olgistn/tt313.htm,,"mma 510, located in MMA cemetery 500","Kampp, TN 2, 573; 
PM 1/1, 388-389; 
Soliman, R. Old and Middle Kingdom Theban Tombs. London: Golden House, 2009, 12-114.",,460896.98199999984,2846848.716
tt314,mma513,Deir el-Bahari,3/29/2006,146.719,Horhotep,Hr-Htp,,,Primary Owner,Middle Kingdom,11,Mentuhotep I to Mentuhotep IV,2134,1991,seal-bearer of the King of Lower Egypt (chancellor),Sole companion,,,,,,Senetshe,snt-S,,,https://gis.cofc.edu/olgistn/tt314.html,,,"Kampp, TN 2, 573; 
PM 1/1, 38-41; 
Soliman, R. Old and Middle Kingdom Theban Tombs. London: Golden House, 2009, 128-129.",,460966.20999999996,2846826.4470000006
tt315,mma516,Deir el-Bahari,3/29/2006,146.082,Ipi,jpj,,,Primary Owner,Middle Kingdom,11,Nebhepetre-Mentuhotep II-Amenemhat I,2061,1962,Vizier,Overseer of the city (mayor of Thebes),Judge,,,,,,,,,https://gis.cofc.edu/olgistn/tt315.htm,,"located in MMA cemetery 500; while mma516 was renumbered tt315, associated tombs mma 516b and mma516c were not renumbered, ","Arnold, D. Das Grab des Jnj-jt.f. AVDAIK 4. Mainz: Verlag Philipp von Zabern, 1971, p. 45; 
Kampp, TN 2, 573; 
PM 1/1, 389-390; 
Soliman, R. Old and Middle Kingdom Theban Tombs. London: Golden House, 2009, 115-119; 
Winlock, H. BMMA 17/12 (December 1922): 37-38, 40, figs. 31-32.",,461036.08800000045,2846846.2540000007
tt316,mma518,Deir el-Bahari,3/29/2006,160.919,Neferhotep,nfr-Htp,,,Primary Owner,Middle Kingdom,11,Mentuhotep I to Mentuhotep IV,2134,1991,Custodian of the bow,,,Meryt(?),Mryt,,,Nebetitef,nb.t-it.f,,,https://gis.cofc.edu/olgistn/tt316.htm,,"located in MMA cemetery 500, situated ca. 7m directly above mma 518.","Kampp, TN 2, 573; 
PM 1/1, 390; 
Soliman, R. Old and Middle Kingdom Theban Tombs. London: Golden House, 2009, 126-128.",,461102.65199999977,2846808.676999999
tt319,mma031,Deir el-Bahari,3/22/2006,113.03,Neferu (female),nfrw,,,Primary Owner,Middle Kingdom,11,Nebhepetre-Mentuhotep II,2061,2010,King's wife,King's daughter,,husband: Mentuhotep-Nebhepetre,,Mentuhotep-Sankhibtaui,,Ioh,,,,https://gis.cofc.edu/olgistn/tt319.htm,,"Tomb of Dynasty 11 Princess Neferu is located on the first terrace of temple of Hatshepsut at Deir el-Bahari. It pre-existed the temple and became a place of popular visitation by local Egyptians. When the temple was constructed, the tomb entrance was rebuilt to allow visitations to continue.","Arnold, D. Das Grab des Jnj-jt.f. AVDAIK 4. Mainz: Verlag Philipp von Zabern, 1971, pp. 45-46; 
PM 1/1, 391-393
Kampp, TN 2, 573",,460637.8509999998,2846754.649
